8366,8156,8157,,,,,,,,,
8472,8133,8132,,,,,,,,,
8580,8102,8101,,,,,,,,,
8688,8064,8065,,,,,,,,,
8796,8021,8022,,,,,,,,,
8905,7973,7974,,,,,,,,,
9013,7917,7919,,,,,,,,,
9121,7853,7859,,,,,,,,,
9241,7778,7785,,,,,,,,,
9358,7697,7707,,,,,,,,,
9474,7612,7622,,,,,,,,,
9592,7515,7529,,,,,,,,,
9709,7414,7429,,,,,,,,,
9826,7306,7322,,,,,,,,,
9940,7193,7212,,,,,,,,,
10058,7071,7091,,,,,,,,,
10172,6945,6968,,,,,,,,,
10277,6823,6847,,,,,,,,,
10390,6686,6712,,,,,,,,,
10511,6532,6561,,,,,,,,,
10620,6385,6419,,,,,,,,,
10726,6236,6273,,,,,,,,,
10837,6077,6117,,,,,,,,,
10944,5918,5957,,,,,,,,,
11062,5734,5778,,,,,,,,,
11170,5559,5608,,,,,,,,,
11278,5378,5430,,,,,,,,,
11393,5181,5234,,,,,,,,,
11512,4967,5024,,,,,,,,,
11627,4755,4817,,,,,,,,,
11745,4527,4594,,,,,,,,,
11860,4302,4375,,,,,,,,,
11976,4065,4142,,,,,,,,,
12093,3833,3907,,,,,,,,,
12213,3600,3672,,,,,,,,,
12325,3383,3459,,,,,,,,,
12431,3191,3265,,,,,,,,,
12542,2993,3065,,,,,,,,,
12648,2811,2883,,,,,,,,,
12759,2624,2699,,,,,,,,,
12865,2456,2526,,,,,,,,,
12975,2282,2352,,,,,,,,,
13082,2122,2191,,,,,,,,,
13189,1967,2036,,,,,,,,,
13298,1816,1884,,,,,,,,,
13415,1659,1725,,,,,,,,,
13530,1513,1577,,,,,,,,,
13647,1371,1432,,,,,,,,,
13763,1236,1297,,,,,,,,,
13881,1107,1165,,,,,,,,,
13995,989,1046,,,,,,,,,
14099,887,942,,,,,,,,,
14212,785,835,,,,,,,,,
14333,682,728,,,,,,,,,
14446,589,635,,,,,,,,,
14568,498,541,,,,,,,,,
14680,419,463,,,,,,,,,
14800,345,383,,,,,,,,,
14918,278,314,,,,,,,,,
15032,220,253,,,,,,,,,
15148,169,197,,,,,,,,,
15267,123,148,,,,,,,,,
15383,85,107,,,,,,,,,
15500,54,73,,,,,,,,,
15619,30,44,,,,,,,,,
15730,14,23,,,,,,,,,
15849,4,9,,,,,,,,,
15964,3,3,,,,,,,,,
16088,8195,8195,,,,,,,,,
16201,8188,8188,,,,,,,,,
16319,8173,8173,,,,,,,,,
16437,8150,8151,,,,,,,,,
16549,8122,8123,,,,,,,,,
16669,8085,8087,,,,,,,,,
16782,8044,8046,,,,,,,,,
16904,7992,7995,,,,,,,,,
17014,7938,7942,,,,,,,,,
17121,7880,7885,,,,,,,,,
17233,7813,7819,,,,,,,,,
17342,7741,7748,,,,,,,,,
17451,7664,7673,,,,,,,,,
17569,7573,7582,,,,,,,,,
17673,7487,7498,,,,,,,,,
17788,7386,7399,,,,,,,,,
17905,7276,7290,,,,,,,,,
18021,7157,7175,,,,,,,,,
18140,7032,7051,,,,,,,,,
18253,6905,6926,,,,,,,,,
18372,6765,6789,,,,,,,,,
18486,6622,6650,,,,,,,,,
18605,6467,6497,,,,,,,,,
18719,6313,6345,,,,,,,,,
18840,6141,6176,,,,,,,,,
18951,5977,6014,,,,,,,,,
19056,5816,5856,,,,,,,,,
19169,5636,5678,,,,,,,,,
19279,5456,5502,,,,,,,,,
19387,5270,5321,,,,,,,,,
19495,5080,5134,,,,,,,,,
19604,4882,4940,,,,,,,,,
19711,4682,4742,,,,,,,,,
19820,4473,4535,,,,,,,,,
19930,4253,4322,,,,,,,,,
20037,4034,4106,,,,,,,,,
20145,3818,3890,,,,,,,,,
20255,3606,3675,,,,,,,,,
20364,3400,3470,,,,,,,,,
20472,3202,3270,,,,,,,,,
20579,3009,3079,,,,,,,,,
20703,2793,2866,,,,,,,,,
20809,2618,2688,,,,,,,,,
20918,2443,2512,,,,,,,,,
21026,2274,2342,,,,,,,,,
21135,2110,2178,,,,,,,,,
21244,1954,2020,,,,,,,,,
21364,1789,1852,,,,,,,,,
21475,1643,1704,,,,,,,,,
21594,1492,1552,,,,,,,,,
21709,1351,1411,,,,,,,,,
21828,1215,1273,,,,,,,,,
21940,1093,1149,,,,,,,,,
22062,968,1022,,,,,,,,,
22172,861,913,,,,,,,,,
22278,765,816,,,,,,,,,
22391,667,716,,,,,,,,,
22496,584,630,,,,,,,,,
22606,501,545,,,,,,,,,
22712,430,469,,,,,,,,,
22825,358,396,,,,,,,,,
22944,292,323,,,,,,,,,
23063,230,260,,,,,,,,,
23177,179,205,,,,,,,,,
23286,136,158,,,,,,,,,
23394,98,118,,,,,,,,,
23502,67,84,,,,,,,,,
23609,42,56,,,,,,,,,
23715,23,34,,,,,,,,,
23824,10,17,,,,,,,,,
23933,4,6,,,,,,,,,
24043,4,3,,,,,,,,,
24153,8196,8195,,,,,,,,,
24261,8189,8189,,,,,,,,,
24368,8176,8176,,,,,,,,,
24478,8156,8156,,,,,,,,,
24585,8130,8131,,,,,,,,,
24694,8098,8101,,,,,,,,,
24800,8062,8064,,,,,,,,,
24913,8017,8019,,,,,,,,,
25020,7967,7971,,,,,,,,,
25128,7912,7917,,,,,,,,,
25236,7851,7856,,,,,,,,,
25346,7782,7788,,,,,,,,,
25453,7709,7718,,,,,,,,,
25565,7628,7636,,,,,,,,,
25673,7541,7552,,,,,,,,,
25781,7449,7462,,,,,,,,,
25891,7350,7363,,,,,,,,,
25999,7245,7262,,,,,,,,,
26106,7138,7156,,,,,,,,,
26215,7022,7042,,,,,,,,,
26320,6903,6925,,,,,,,,,
26430,6773,6798,,,,,,,,,
26537,6639,6667,,,,,,,,,
26648,6496,6527,,,,,,,,,
26757,6350,6382,,,,,,,,,
26864,6200,6234,,,,,,,,,
26974,6041,6077,,,,,,,,,
27082,5875,5915,,,,,,,,,
27202,5687,5731,,,,,,,,,
27312,5507,5552,,,,,,,,,
27417,5330,5379,,,,,,,,,
27533,5128,5182,,,,,,,,,
27653,4912,4969,,,,,,,,,
27767,4699,4759,,,,,,,,,
27884,4472,4539,,,,,,,,,
27989,4265,4336,,,,,,,,,
28102,4035,4108,,,,,,,,,
28218,3804,3875,,,,,,,,,
28334,3577,3649,,,,,,,,,
28452,3353,3428,,,,,,,,,
28566,3145,3217,,,,,,,,,
28689,2930,3000,,,,,,,,,
28800,2742,2812,,,,,,,,,
28906,2567,2636,,,,,,,,,
29015,2392,2461,,,,,,,,,
29121,2230,2298,,,,,,,,,
29234,2061,2128,,,,,,,,,
29354,1890,1956,,,,,,,,,
29470,1732,1796,,,,,,,,,
29588,1579,1642,,,,,,,,,
29706,1433,1495,,,,,,,,,
29821,1297,1356,,,,,,,,,
29937,1168,1223,,,,,,,,,
30051,1048,1100,,,,,,,,,
30156,940,992,,,,,,,,,
30270,831,883,,,,,,,,,
30389,724,774,,,,,,,,,
30503,629,676,,,,,,,,,
30608,548,593,,,,,,,,,
30722,466,508,,,,,,,,,
30839,388,428,,,,,,,,,
30953,319,356,,,,,,,,,
31075,254,287,,,,,,,,,
31186,200,231,,,,,,,,,
31294,154,182,,,,,,,,,
31404,113,137,,,,,,,,,
31513,80,100,,,,,,,,,
31621,51,69,,,,,,,,,
31730,30,43,,,,,,,,,
31837,15,24,,,,,,,,,
31945,5,11,,,,,,,,,
32052,3,3,,,,,,,,,
32165,8195,8195,,,,,,,,,
32269,8189,8189,,,,,,,,,
32377,8176,8176,,,,,,,,,
32485,8156,8157,,,,,,,,,
32592,8131,8132,,,,,,,,,
