t,5,p,28675,s,0
t,66,p,28673,s,100
t,128,p,28665,s,150
t,190,p,28654,s,250
t,251,p,28638,s,250
t,313,p,28619,s,300
t,375,p,28596,s,350
t,437,p,28569,s,450
t,498,p,28539,s,500
t,561,p,28503,s,600
t,624,p,28464,s,600
t,686,p,28420,s,700
t,749,p,28373,s,750
t,811,p,28322,s,800
t,874,p,28267,s,900
t,935,p,28208,s,950
t,999,p,28144,s,1000
t,1062,p,28076,s,1100
t,1122,p,28006,s,1100
t,1183,p,27934,s,1200
t,1246,p,27853,s,1250
t,1309,p,27771,s,1300
t,1370,p,27685,s,1350
t,1432,p,27595,s,1450
t,1494,p,27500,s,1500
t,1556,p,27401,s,1550
t,1619,p,27298,s,1650
t,1682,p,27190,s,1700
t,1742,p,27083,s,1700
t,1805,p,26967,s,1850
t,1868,p,26850,s,1900
t,1931,p,26726,s,1950
t,1993,p,26599,s,2100
t,2054,p,26468,s,2050
t,2117,p,26333,s,2100
t,2181,p,26193,s,2200
t,2243,p,26048,s,2250
t,2307,p,25898,s,2350
t,2368,p,25750,s,2400
t,2430,p,25598,s,2450
t,2491,p,25441,s,2450
t,2553,p,25281,s,2450
t,2615,p,25114,s,2650
t,2678,p,24941,s,2700
t,2739,p,24771,s,2700
t,2801,p,24593,s,2750
t,2863,p,24413,s,2900
t,2925,p,24226,s,2950
t,2987,p,24040,s,3000
t,3049,p,23847,s,3050
t,3111,p,23651,s,3300
t,3173,p,23445,s,3250
t,3235,p,23242,s,3350
t,3296,p,23037,s,3300
t,3360,p,22819,s,3400
t,3421,p,22603,s,3350
t,3485,p,22378,s,3550
t,3546,p,22155,s,3650
t,3608,p,21929,s,3600
t,3663,p,21718,s,3700
t,3720,p,21503,s,3650
t,3777,p,21285,s,3850
t,3844,p,21022,s,3800
t,3900,p,20796,s,4000
t,3967,p,20530,s,4000
t,4030,p,20265,s,4100
t,4087,p,20029,s,4200
t,4146,p,19778,s,4150
t,4203,p,19537,s,4250
t,4267,p,19256,s,4300
t,4331,p,18971,s,4350
t,4396,p,18682,s,4550
t,4461,p,18385,s,4450
t,4526,p,18085,s,4600
t,4591,p,17777,s,4750
t,4656,p,17467,s,4600
t,4719,p,17161,s,4800
t,4776,p,16885,s,4800
t,4833,p,16608,s,4800
t,4897,p,16287,s,5000
t,4953,p,16001,s,5000
t,5016,p,15682,s,4950
t,5081,p,15357,s,5000
t,5137,p,15074,s,5000
t,5194,p,14780,s,4950
t,5268,p,14410,s,5000
t,5334,p,14069,s,4950
t,5397,p,13753,s,4950
t,5453,p,13472,s,5100
t,5511,p,13176,s,4950
t,5576,p,12850,s,5000
t,5633,p,12561,s,5100
t,5695,p,12254,s,4900
t,5751,p,11971,s,5000
t,5816,p,11653,s,4900
t,5880,p,11341,s,4850
t,5943,p,11037,s,4700
t,6008,p,10736,s,4550
t,6065,p,10462,s,4700
t,6126,p,10184,s,4500
t,6189,p,9902,s,4550
t,6261,p,9581,s,4450
t,6325,p,9295,s,4250
t,6389,p,9021,s,4400
t,6455,p,8737,s,4200
t,6514,p,8490,s,4150
t,6570,p,8256,s,4100
t,6630,p,8015,s,4100
t,6696,p,7752,s,3900
t,6756,p,7513,s,3900
t,6820,p,7265,s,3800
t,6876,p,7050,s,3700
t,6936,p,6820,s,3750
t,7002,p,6585,s,3700
t,7066,p,6348,s,3500
t,7131,p,6116,s,3500
t,7189,p,5911,s,3550
t,7253,p,5691,s,3350
t,7312,p,5494,s,3350
t,7370,p,5297,s,3250
t,7439,p,5072,s,3200
t,7504,p,4866,s,3250
t,7569,p,4665,s,3100
t,7634,p,4466,s,3050
t,7691,p,4295,s,3000
t,7752,p,4119,s,2950
t,7814,p,3937,s,2850
t,7876,p,3762,s,2700
t,7938,p,3592,s,2700
t,8001,p,3425,s,2700
t,8062,p,3267,s,2650
t,8125,p,3105,s,2650
t,8187,p,2951,s,2450
t,8251,p,2798,s,2400
t,8313,p,2648,s,2350
t,8375,p,2508,s,2200
t,8438,p,2367,s,2200
t,8500,p,2233,s,2100
t,8564,p,2102,s,2050
t,8625,p,1976,s,2000
t,8688,p,1848,s,2000
t,8750,p,1730,s,1950
t,8813,p,1615,s,1750
t,8875,p,1502,s,1700
t,8939,p,1394,s,1700
t,9001,p,1290,s,1550
t,9063,p,1192,s,1600
t,9125,p,1098,s,1450
t,9187,p,1006,s,1450
t,9248,p,923,s,1350
t,9309,p,839,s,1350
t,9370,p,763,s,1200
t,9432,p,686,s,1250
t,9495,p,614,s,1150
t,9558,p,545,s,1050
t,9619,p,483,s,1000
t,9690,p,414,s,900
t,9747,p,364,s,900
t,9804,p,317,s,800
t,9860,p,274,s,750
t,9916,p,234,s,700
t,9983,p,190,s,650
t,10051,p,150,s,550
t,10119,p,115,s,500
t,10184,p,86,s,400
t,10244,p,62,s,400
t,10301,p,44,s,300
t,10358,p,29,s,250
t,10419,p,17,s,200
t,10483,p,7,s,100
t,10557,p,3,s,50
t,10617,p,3,s,0
t,10692,p,3,s,0
t,10757,p,3,s,0
t,10821,p,3,s,0
t,10879,p,3,s,0
t,10942,p,3,s,0
t,11003,p,3,s,0
t,11068,p,3,s,0
t,11131,p,3,s,0
t,11197,p,3,s,0
t,11260,p,3,s,0
t,11328,p,3,s,0
t,11390,p,3,s,0
t,11446,p,3,s,0
t,11505,p,3,s,0
t,11573,p,3,s,0
t,11632,p,3,s,0
t,11696,p,3,s,0
t,11758,p,3,s,0
