t,5,p,3,s,0
t,8,p,3,s,0
t,14,p,3,s,0
t,20,p,3,s,0
t,26,p,3,s,0
t,31,p,5,s,0
t,37,p,10,s,0
t,43,p,18,s,0
t,49,p,30,s,850
t,55,p,45,s,850
t,61,p,63,s,850
t,66,p,83,s,2650
t,71,p,103,s,2650
t,77,p,126,s,2650
t,84,p,149,s,2650
t,89,p,172,s,3800
t,95,p,197,s,3800
t,102,p,221,s,3800
t,107,p,246,s,4000
t,113,p,271,s,4000
t,119,p,294,s,4000
t,124,p,314,s,4050
t,130,p,337,s,4050
t,136,p,361,s,4050
t,141,p,381,s,4050
t,147,p,406,s,3950
t,153,p,430,s,3950
t,158,p,450,s,3950
t,164,p,473,s,3950
t,169,p,494,s,4000
t,175,p,521,s,4000
t,181,p,545,s,4000
t,186,p,565,s,4050
t,191,p,586,s,4050
t,196,p,606,s,4050
t,201,p,627,s,4050
t,206,p,647,s,4050
t,212,p,671,s,4050
t,218,p,694,s,4050
t,224,p,718,s,3950
t,229,p,742,s,3950
t,235,p,766,s,3950
t,241,p,790,s,3950
t,247,p,814,s,4000
t,253,p,838,s,4000
t,259,p,857,s,4000
t,264,p,880,s,3950
t,270,p,905,s,3950
t,276,p,929,s,3950
t,282,p,954,s,4000
t,288,p,978,s,4000
t,333,p,1162,s,3950
t,339,p,1186,s,3950
t,344,p,1205,s,4050
t,349,p,1225,s,4050
t,355,p,1249,s,4050
t,361,p,1274,s,4050
t,367,p,1299,s,4050
t,373,p,1324,s,4050
t,379,p,1347,s,4050
t,391,p,1394,s,4050
t,396,p,1414,s,4050
t,401,p,1439,s,4000
t,409,p,1468,s,4000
t,414,p,1488,s,4000
t,419,p,1512,s,4000
t,424,p,1531,s,4050
t,430,p,1555,s,4050
t,436,p,1579,s,4050
t,442,p,1603,s,3950
t,447,p,1622,s,3950
t,452,p,1642,s,3950
t,457,p,1663,s,3950
t,462,p,1683,s,4000
t,467,p,1703,s,4000
t,473,p,1727,s,4000
t,479,p,1754,s,4000
t,485,p,1773,s,3950
t,490,p,1794,s,3950
t,495,p,1819,s,3950
t,501,p,1840,s,4050
t,507,p,1868,s,4050
t,512,p,1887,s,4050
t,517,p,1906,s,4050
t,522,p,1927,s,3950
t,529,p,1951,s,3950
t,533,p,1971,s,3950
t,539,p,1996,s,4100
t,545,p,2020,s,4100
t,550,p,2044,s,4100
t,556,p,2067,s,4100
t,562,p,2091,s,4000
t,567,p,2111,s,4000
t,573,p,2135,s,4000
t,579,p,2155,s,4000
t,584,p,2175,s,3950
t,590,p,2200,s,3950
t,596,p,2224,s,3950
t,601,p,2243,s,4050
t,607,p,2271,s,4050
t,612,p,2290,s,4050
t,617,p,2311,s,4050
t,623,p,2335,s,3950
t,628,p,2355,s,3950
t,634,p,2379,s,3950
t,639,p,2399,s,4000
t,644,p,2418,s,4000
t,650,p,2442,s,4000
t,655,p,2461,s,4000
t,660,p,2481,s,3900
t,665,p,2505,s,3900
t,670,p,2525,s,3900
t,675,p,2546,s,3900
t,680,p,2566,s,4000
t,686,p,2586,s,4000
t,691,p,2609,s,4000
t,696,p,2630,s,4000
t,701,p,2649,s,4050
t,706,p,2669,s,4050
t,711,p,2690,s,4050
