t,30,p1,2186,p2,2047,s1,5550,s2,5450,L1,-964,L2,-971
t,42,p1,2246,p2,2108,s1,5550,s2,5450,L1,-936,L2,-944
t,62,p1,2354,p2,2218,s1,5600,s2,5350,L1,-880,L2,-891
t,82,p1,2456,p2,2318,s1,5450,s2,5300,L1,-823,L2,-831
t,103,p1,2555,p2,2414,s1,5150,s2,5050,L1,-757,L2,-765
t,124,p1,2645,p2,2502,s1,4800,s2,4700,L1,-687,L2,-693
t,144,p1,2723,p2,2580,s1,3950,s2,3850,L1,-642,L2,-650
t,164,p1,2798,p2,2650,s1,3650,s2,3550,L1,-606,L2,-615
t,185,p1,2868,p2,2721,s1,3400,s2,3350,L1,-571,L2,-579
t,206,p1,2931,p2,2782,s1,3250,s2,3050,L1,-537,L2,-546
t,226,p1,2992,p2,2842,s1,3050,s2,3000,L1,-504,L2,-511
t,247,p1,3046,p2,2898,s1,2750,s2,2750,L1,-472,L2,-478
t,268,p1,3100,p2,2950,s1,2600,s2,2600,L1,-439,L2,-445
t,288,p1,3148,p2,3000,s1,2450,s2,2450,L1,-408,L2,-412
t,309,p1,3193,p2,3045,s1,2200,s2,2300,L1,-376,L2,-380
t,329,p1,3233,p2,3084,s1,2100,s2,2050,L1,-347,L2,-352
t,349,p1,3270,p2,3122,s1,1950,s2,1900,L1,-316,L2,-322
t,405,p1,3353,p2,3206,s1,1450,s2,1400,L1,-242,L2,-246
t,425,p1,3377,p2,3229,s1,1250,s2,1300,L1,-215,L2,-217
t,446,p1,3398,p2,3251,s1,1100,s2,1100,L1,-187,L2,-191
t,466,p1,3418,p2,3270,s1,900,s2,1000,L1,-162,L2,-163
t,487,p1,3432,p2,3286,s1,850,s2,850,L1,-135,L2,-138
t,507,p1,3445,p2,3299,s1,700,s2,750,L1,-111,L2,-112
t,527,p1,3455,p2,3309,s1,500,s2,550,L1,-87,L2,-89
t,548,p1,3462,p2,3316,s1,450,s2,450,L1,-62,L2,-64
t,568,p1,3466,p2,3320,s1,300,s2,300,L1,-40,L2,-42
t,588,p1,3467,p2,3322,s1,150,s2,200,L1,-17,L2,-17
t,608,p1,3467,p2,3322,s1,0,s2,50,L1,5,L2,4
t,629,p1,3467,p2,3322,s1,0,s2,0,L1,29,L2,28
t,650,p1,3467,p2,3322,s1,0,s2,0,L1,54,L2,53
t,670,p1,3464,p2,3319,s1,-50,s2,-50,L1,78,L2,78
t,690,p1,3459,p2,3314,s1,-150,s2,-100,L1,99,L2,100
t,712,p1,3450,p2,3305,s1,-300,s2,-250,L1,120,L2,122
t,732,p1,3439,p2,3294,s1,-450,s2,-400,L1,139,L2,141
t,752,p1,3427,p2,3281,s1,-550,s2,-550,L1,159,L2,160
t,772,p1,3411,p2,3266,s1,-650,s2,-600,L1,180,L2,181
t,793,p1,3394,p2,3249,s1,-800,s2,-750,L1,199,L2,200
t,813,p1,3375,p2,3230,s1,-850,s2,-800,L1,218,L2,218
t,834,p1,3353,p2,3208,s1,-950,s2,-900,L1,238,L2,237
t,854,p1,3328,p2,3183,s1,-1100,s2,-1050,L1,254,L2,255
t,875,p1,3302,p2,3157,s1,-1150,s2,-1150,L1,274,L2,274
t,895,p1,3273,p2,3128,s1,-1300,s2,-1350,L1,290,L2,291
t,916,p1,3242,p2,3098,s1,-1400,s2,-1400,L1,307,L2,310
t,937,p1,3211,p2,3066,s1,-1450,s2,-1450,L1,325,L2,327
t,959,p1,3173,p2,3027,s1,-1550,s2,-1650,L1,340,L2,344
t,979,p1,3138,p2,2994,s1,-1700,s2,-1750,L1,356,L2,359
t,998,p1,3099,p2,2955,s1,-1750,s2,-1800,L1,371,L2,375
t,1019,p1,3061,p2,2918,s1,-1850,s2,-1850,L1,386,L2,392
t,1040,p1,3018,p2,2876,s1,-1900,s2,-1900,L1,401,L2,407
t,1061,p1,2976,p2,2830,s1,-2050,s2,-2000,L1,416,L2,422
t,1082,p1,2927,p2,2786,s1,-2050,s2,-2150,L1,431,L2,436
t,1100,p1,2884,p2,2744,s1,-2150,s2,-2100,L1,442,L2,452
t,1121,p1,2836,p2,2699,s1,-2350,s2,-2200,L1,457,L2,466
t,1141,p1,2788,p2,2651,s1,-2350,s2,-2250,L1,471,L2,480
t,1163,p1,2732,p2,2599,s1,-2500,s2,-2300,L1,484,L2,496
t,1183,p1,2679,p2,2550,s1,-2600,s2,-2400,L1,497,L2,509
t,1203,p1,2623,p2,2497,s1,-2700,s2,-2450,L1,508,L2,522
t,1223,p1,2567,p2,2443,s1,-2700,s2,-2550,L1,522,L2,534
t,1244,p1,2507,p2,2386,s1,-2850,s2,-2650,L1,533,L2,547
t,1264,p1,2449,p2,2327,s1,-2850,s2,-2750,L1,545,L2,558
t,1286,p1,2385,p2,2264,s1,-3000,s2,-2800,L1,555,L2,571
t,1307,p1,2320,p2,2200,s1,-3050,s2,-3050,L1,567,L2,579
t,1327,p1,2254,p2,2135,s1,-3150,s2,-3000,L1,576,L2,590
t,1348,p1,2187,p2,2065,s1,-3150,s2,-3050,L1,588,L2,600
t,1368,p1,2121,p2,2002,s1,-3250,s2,-3200,L1,598,L2,613
t,1388,p1,2056,p2,1936,s1,-3250,s2,-3150,L1,609,L2,622
t,1410,p1,1981,p2,1863,s1,-3300,s2,-3350,L1,620,L2,632
t,1430,p1,1913,p2,1796,s1,-3450,s2,-3300,L1,627,L2,643
t,1450,p1,1842,p2,1727,s1,-3400,s2,-3400,L1,638,L2,653
t,1470,p1,1772,p2,1653,s1,-3550,s2,-3500,L1,646,L2,661
t,1491,p1,1692,p2,1577,s1,-3500,s2,-3600,L1,657,L2,670
t,1512,p1,1621,p2,1500,s1,-3650,s2,-3650,L1,664,L2,678
t,1532,p1,1545,p2,1427,s1,-3550,s2,-3600,L1,676,L2,689
t,1552,p1,1471,p2,1349,s1,-3650,s2,-3750,L1,684,L2,696
t,1573,p1,1397,p2,1273,s1,-3650,s2,-3650,L1,693,L2,707
t,1594,p1,1313,p2,1195,s1,-3750,s2,-3650,L1,700,L2,717
t,1614,p1,1236,p2,1120,s1,-3750,s2,-3750,L1,710,L2,725
t,1635,p1,1158,p2,1040,s1,-3900,s2,-3750,L1,715,L2,734
t,1655,p1,1075,p2,959,s1,-3900,s2,-3800,L1,724,L2,742
t,1675,p1,994,p2,876,s1,-3950,s2,-3850,L1,732,L2,750
t,1698,p1,899,p2,785,s1,-4100,s2,-4000,L1,737,L2,756
t,1717,p1,821,p2,708,s1,-4100,s2,-3950,L1,746,L2,765
t,1737,p1,733,p2,625,s1,-4050,s2,-4050,L1,749,L2,772
t,1758,p1,648,p2,537,s1,-4250,s2,-4200,L1,758,L2,776
t,1778,p1,558,p2,449,s1,-4200,s2,-4150,L1,763,L2,785
t,1801,p1,464,p2,354,s1,-4250,s2,-4200,L1,772,L2,790
t,1820,p1,380,p2,269,s1,-4350,s2,-4300,L1,776,L2,796
t,1842,p1,284,p2,173,s1,-4350,s2,-4250,L1,783,L2,803
t,1861,p1,195,p2,88,s1,-4500,s2,-4350,L1,787,L2,808
t,1882,p1,105,p2,4090,s1,-4400,s2,-4450,L1,795,L2,814
t,1903,p1,10,p2,3993,s1,-4500,s2,-4450,L1,800,L2,821
t,1923,p1,4016,p2,3904,s1,-4550,s2,-4400,L1,805,L2,828
t,1944,p1,3915,p2,3807,s1,-4550,s2,-4500,L1,811,L2,833
t,1964,p1,3824,p2,3714,s1,-4550,s2,-4500,L1,817,L2,839
t,1984,p1,3731,p2,3623,s1,-4600,s2,-4600,L1,821,L2,843
t,2005,p1,3634,p2,3525,s1,-4650,s2,-4600,L1,826,L2,849
t,2026,p1,3542,p2,3427,s1,-4600,s2,-4650,L1,833,L2,853
t,2047,p1,3438,p2,3328,s1,-4600,s2,-4700,L1,839,L2,858
t,2067,p1,3344,p2,3230,s1,-4750,s2,-4700,L1,841,L2,863
t,2087,p1,3249,p2,3135,s1,-4700,s2,-4700,L1,847,L2,868
t,2107,p1,3152,p2,3040,s1,-4800,s2,-4750,L1,850,L2,873
t,2128,p1,3050,p2,2936,s1,-4800,s2,-4800,L1,855,L2,877
t,2148,p1,2950,p2,2838,s1,-4900,s2,-4750,L1,858,L2,883
t,2171,p1,2842,p2,2727,s1,-4850,s2,-4800,L1,864,L2,887
t,2191,p1,2743,p2,2629,s1,-4850,s2,-4900,L1,868,L2,890
t,2212,p1,2644,p2,2528,s1,-5000,s2,-4900,L1,870,L2,894
t,2233,p1,2534,p2,2420,s1,-4900,s2,-4800,L1,876,L2,902
t,2252,p1,2439,p2,2329,s1,-5000,s2,-4900,L1,878,L2,904
t,2274,p1,2328,p2,2222,s1,-5000,s2,-4800,L1,882,L2,911
t,2293,p1,2230,p2,2128,s1,-5100,s2,-4850,L1,884,L2,915
t,2315,p1,2113,p2,2014,s1,-5100,s2,-4950,L1,888,L2,918
t,2334,p1,2016,p2,1917,s1,-5100,s2,-4950,L1,892,L2,921
t,2354,p1,1915,p2,1817,s1,-5100,s2,-5100,L1,895,L2,924
t,2375,p1,1807,p2,1709,s1,-5050,s2,-5000,L1,898,L2,926
t,2395,p1,1705,p2,1603,s1,-5150,s2,-5100,L1,904,L2,931
t,2417,p1,1592,p2,1490,s1,-5050,s2,-5050,L1,906,L2,932
t,2437,p1,1490,p2,1386,s1,-5150,s2,-5100,L1,910,L2,938
t,2457,p1,1388,p2,1282,s1,-5100,s2,-5200,L1,914,L2,939
t,2479,p1,1276,p2,1162,s1,-5100,s2,-5250,L1,917,L2,941
t,2499,p1,1173,p2,1059,s1,-5150,s2,-5150,L1,920,L2,947
t,2519,p1,1069,p2,958,s1,-5200,s2,-5150,L1,923,L2,950
t,2540,p1,959,p2,845,s1,-5200,s2,-5050,L1,926,L2,956
t,2561,p1,849,p2,740,s1,-5200,s2,-5050,L1,929,L2,960
t,2581,p1,742,p2,636,s1,-5300,s2,-5200,L1,930,L2,960
t,2602,p1,631,p2,526,s1,-5300,s2,-5100,L1,933,L2,966
t,2621,p1,524,p2,420,s1,-5350,s2,-5300,L1,935,L2,965
t,2642,p1,417,p2,313,s1,-5300,s2,-5300,L1,939,L2,968
t,2663,p1,306,p2,196,s1,-5350,s2,-5300,L1,941,L2,971
t,2682,p1,197,p2,95,s1,-5400,s2,-5350,L1,942,L2,973
t,2702,p1,88,p2,4078,s1,-5400,s2,-5350,L1,945,L2,975
t,2722,p1,4075,p2,3971,s1,-5450,s2,-5400,L1,946,L2,977
t,2744,p1,3956,p2,3850,s1,-5450,s2,-5350,L1,948,L2,981
t,2765,p1,3843,p2,3736,s1,-5450,s2,-5450,L1,950,L2,981
