t,8,p1,4095,p2,3,s1,0,s2,0
t,29,p1,4095,p2,5,s1,0,s2,0
t,49,p1,18,p2,27,s1,100,s2,650
t,68,p1,49,p2,63,s1,1150,s2,1750
t,89,p1,90,p2,105,s1,1700,s2,2000
t,110,p1,130,p2,146,s1,1850,s2,1950
t,131,p1,171,p2,189,s1,1950,s2,2050
t,151,p1,214,p2,229,s1,1950,s2,1950
t,172,p1,256,p2,271,s1,2050,s2,2000
t,193,p1,297,p2,313,s1,2000,s2,2050
t,213,p1,336,p2,354,s1,1950,s2,2000
t,234,p1,380,p2,394,s1,2100,s2,1950
t,257,p1,427,p2,442,s1,1950,s2,2000
t,277,p1,466,p2,482,s1,1950,s2,2050
t,298,p1,508,p2,524,s1,2000,s2,1950
t,318,p1,550,p2,564,s1,2050,s2,2000
t,339,p1,590,p2,605,s1,1900,s2,2000
t,361,p1,634,p2,648,s1,1950,s2,1950
t,381,p1,674,p2,690,s1,2000,s2,2100
t,402,p1,715,p2,731,s1,1950,s2,1950
t,422,p1,759,p2,771,s1,2050,s2,2000
t,443,p1,800,p2,814,s1,2050,s2,1950
t,463,p1,841,p2,855,s1,1950,s2,2050
t,484,p1,883,p2,895,s1,1950,s2,1950
t,505,p1,926,p2,938,s1,2100,s2,2050
t,525,p1,967,p2,979,s1,2050,s2,2000
t,546,p1,1009,p2,1020,s1,1900,s2,2000
t,567,p1,1053,p2,1064,s1,2050,s2,2000
t,587,p1,1094,p2,1104,s1,2000,s2,2000
t,608,p1,1135,p2,1146,s1,2000,s2,2000
t,628,p1,1175,p2,1184,s1,2000,s2,2000
t,649,p1,1216,p2,1227,s1,2000,s2,2000
t,669,p1,1258,p2,1268,s1,1950,s2,2000
t,691,p1,1301,p2,1309,s1,2000,s2,1950
t,710,p1,1338,p2,1350,s1,1900,s2,2050
t,731,p1,1380,p2,1392,s1,1950,s2,2000
t,752,p1,1422,p2,1433,s1,2000,s2,2000
t,773,p1,1463,p2,1474,s1,2000,s2,1950
t,794,p1,1504,p2,1516,s1,1950,s2,2050
t,814,p1,1544,p2,1556,s1,2000,s2,2000
t,835,p1,1590,p2,1599,s1,2000,s2,1950
t,856,p1,1633,p2,1641,s1,2050,s2,2000
t,877,p1,1674,p2,1682,s1,2050,s2,2000
t,898,p1,1717,p2,1724,s1,2050,s2,2050
t,918,p1,1758,p2,1766,s1,2000,s2,2000
t,937,p1,1799,p2,1804,s1,2000,s2,2000
t,958,p1,1842,p2,1846,s1,2050,s2,2000
t,979,p1,1882,p2,1888,s1,2000,s2,2000
