t,7,p1,4093,p2,4093,s1,0,s2,0
t,27,p1,4092,p2,4092,s1,0,s2,0
t,48,p1,4076,p2,4071,s1,-50,s2,-450
t,68,p1,4044,p2,4036,s1,-650,s2,-1500
t,88,p1,4003,p2,3994,s1,-1600,s2,-2000
t,109,p1,3963,p2,3953,s1,-2000,s2,-2000
t,129,p1,3921,p2,3912,s1,-1950,s2,-2050
t,148,p1,3882,p2,3874,s1,-2000,s2,-1950
t,169,p1,3840,p2,3832,s1,-2000,s2,-2000
t,190,p1,3798,p2,3790,s1,-2000,s2,-2000
t,211,p1,3756,p2,3748,s1,-1950,s2,-2000
t,232,p1,3713,p2,3709,s1,-2100,s2,-2000
t,254,p1,3668,p2,3662,s1,-1950,s2,-2000
t,275,p1,3627,p2,3621,s1,-2000,s2,-1950
t,296,p1,3584,p2,3578,s1,-1950,s2,-2000
t,317,p1,3541,p2,3536,s1,-2050,s2,-2050
t,337,p1,3500,p2,3495,s1,-2000,s2,-1950
t,360,p1,3457,p2,3450,s1,-1950,s2,-2000
t,380,p1,3414,p2,3410,s1,-2000,s2,-2050
t,433,p1,3310,p2,3304,s1,-2000,s2,-1950
t,454,p1,3265,p2,3261,s1,-1950,s2,-2050
t,474,p1,3224,p2,3222,s1,-2050,s2,-2050
t,495,p1,3182,p2,3181,s1,-2050,s2,-1950
t,515,p1,3141,p2,3138,s1,-1950,s2,-2000
t,535,p1,3099,p2,3097,s1,-2050,s2,-2000
t,556,p1,3056,p2,3057,s1,-2050,s2,-2050
t,577,p1,3013,p2,3015,s1,-2050,s2,-1900
t,598,p1,2968,p2,2972,s1,-2050,s2,-2000
t,619,p1,2926,p2,2932,s1,-2050,s2,-2050
t,639,p1,2886,p2,2890,s1,-2000,s2,-2000
t,660,p1,2843,p2,2847,s1,-2000,s2,-2050
t,681,p1,2800,p2,2806,s1,-2050,s2,-1950
t,702,p1,2761,p2,2765,s1,-1950,s2,-2000
t,723,p1,2716,p2,2724,s1,-2000,s2,-2000
t,743,p1,2674,p2,2682,s1,-2150,s2,-2000
t,786,p1,2586,p2,2595,s1,-2000,s2,-2000
t,806,p1,2545,p2,2555,s1,-2000,s2,-2000
t,827,p1,2502,p2,2513,s1,-2100,s2,-2000
t,847,p1,2463,p2,2473,s1,-1950,s2,-2000
t,867,p1,2424,p2,2433,s1,-1950,s2,-2000
t,889,p1,2377,p2,2389,s1,-2000,s2,-2000
t,908,p1,2337,p2,2348,s1,-2050,s2,-2050
t,929,p1,2297,p2,2309,s1,-2000,s2,-1950
t,950,p1,2255,p2,2266,s1,-2000,s2,-2000
t,970,p1,2213,p2,2224,s1,-2000,s2,-2050
t,990,p1,2173,p2,2187,s1,-1950,s2,-1950
t,1010,p1,2133,p2,2145,s1,-2000,s2,-2000
t,1031,p1,2091,p2,2106,s1,-2100,s2,-2000
t,1052,p1,2050,p2,2064,s1,-1950,s2,-2000
t,1072,p1,2010,p2,2024,s1,-1950,s2,-1950
t,1092,p1,1967,p2,1981,s1,-2000,s2,-2000
t,1113,p1,1925,p2,1942,s1,-2050,s2,-2000
t,1134,p1,1883,p2,1900,s1,-2000,s2,-2000
t,1154,p1,1841,p2,1857,s1,-2000,s2,-2050
t,1175,p1,1798,p2,1815,s1,-2000,s2,-2000
t,1196,p1,1757,p2,1774,s1,-1950,s2,-1950
t,1216,p1,1716,p2,1734,s1,-1950,s2,-2000
t,1237,p1,1674,p2,1692,s1,-2000,s2,-2000
t,1257,p1,1635,p2,1652,s1,-1950,s2,-2000
t,1277,p1,1599,p2,1612,s1,-1900,s2,-2000
t,1298,p1,1558,p2,1570,s1,-1800,s2,-2000
t,1318,p1,1520,p2,1531,s1,-1900,s2,-2000
t,1339,p1,1482,p2,1488,s1,-1850,s2,-2000
t,1359,p1,1443,p2,1448,s1,-1900,s2,-2000
t,1379,p1,1401,p2,1407,s1,-1950,s2,-1950
t,1400,p1,1362,p2,1367,s1,-2000,s2,-2050
t,1421,p1,1319,p2,1324,s1,-1900,s2,-2000
t,1441,p1,1278,p2,1282,s1,-1950,s2,-2050
t,1463,p1,1232,p2,1240,s1,-2100,s2,-1950
t,1484,p1,1188,p2,1198,s1,-2100,s2,-2000
t,1503,p1,1147,p2,1160,s1,-2100,s2,-2050
t,1524,p1,1097,p2,1116,s1,-2200,s2,-1950
t,1544,p1,1054,p2,1078,s1,-2300,s2,-2050
t,1565,p1,1012,p2,1034,s1,-2100,s2,-1950
t,1586,p1,970,p2,994,s1,-2000,s2,-2000
t,1605,p1,928,p2,953,s1,-2000,s2,-2000
t,1626,p1,887,p2,911,s1,-2100,s2,-2000
t,1648,p1,842,p2,868,s1,-1950,s2,-2000
t,1667,p1,804,p2,830,s1,-1950,s2,-2000
t,1688,p1,761,p2,787,s1,-2000,s2,-2050
t,1708,p1,720,p2,748,s1,-2050,s2,-2000
t,1729,p1,680,p2,706,s1,-1950,s2,-1950
t,1749,p1,637,p2,666,s1,-2050,s2,-1950
t,1770,p1,596,p2,623,s1,-1950,s2,-2050
t,1791,p1,553,p2,582,s1,-2050,s2,-2000
t,1812,p1,511,p2,540,s1,-2000,s2,-2000
t,1833,p1,469,p2,498,s1,-2000,s2,-2000
t,1853,p1,427,p2,456,s1,-2000,s2,-2000
t,1873,p1,386,p2,417,s1,-2050,s2,-2000
t,1894,p1,344,p2,375,s1,-2000,s2,-2050
t,1915,p1,304,p2,334,s1,-2000,s2,-2000
t,1935,p1,262,p2,291,s1,-1900,s2,-1950
t,1956,p1,219,p2,251,s1,-2050,s2,-2050
t,1977,p1,177,p2,209,s1,-2050,s2,-2000
t,1997,p1,138,p2,169,s1,-1950,s2,-2000
t,2018,p1,96,p2,127,s1,-1950,s2,-2000
t,2037,p1,53,p2,87,s1,-2000,s2,-2000
t,2059,p1,19,p2,45,s1,-2050,s2,-2000
t,2079,p1,7,p2,15,s1,-1400,s2,-1700
t,2099,p1,5,p2,5,s1,-450,s2,-650
t,2135,p1,4,p2,3,s1,-50,s2,-100
t,2156,p1,4,p2,3,s1,0,s2,-50
t,2177,p1,4,p2,3,s1,0,s2,0
t,2197,p1,4,p2,3,s1,0,s2,0
t,2218,p1,4,p2,3,s1,0,s2,0
t,2239,p1,4,p2,3,s1,0,s2,0
t,2259,p1,4,p2,3,s1,0,s2,0
t,2279,p1,4,p2,3,s1,0,s2,0
t,2299,p1,4,p2,3,s1,0,s2,0
t,2320,p1,4,p2,3,s1,0,s2,0
t,2341,p1,4,p2,3,s1,0,s2,0
t,2361,p1,4,p2,3,s1,0,s2,0
t,2381,p1,4,p2,3,s1,0,s2,0
t,2403,p1,4,p2,3,s1,0,s2,0
t,2422,p1,4,p2,3,s1,0,s2,0
t,2443,p1,4,p2,3,s1,0,s2,0
t,2463,p1,4,p2,3,s1,0,s2,0
t,2484,p1,4,p2,3,s1,0,s2,0
t,2505,p1,4,p2,3,s1,0,s2,0
t,2525,p1,4,p2,3,s1,0,s2,0
t,2545,p1,4,p2,3,s1,0,s2,0
t,2565,p1,4,p2,3,s1,0,s2,0
t,2586,p1,4,p2,3,s1,0,s2,0
t,2606,p1,4,p2,3,s1,0,s2,0
t,2627,p1,4,p2,3,s1,0,s2,0
t,2647,p1,4,p2,3,s1,0,s2,0
t,2668,p1,4,p2,3,s1,0,s2,0
t,2689,p1,4,p2,3,s1,0,s2,0
t,2709,p1,4,p2,3,s1,0,s2,0
t,2730,p1,4,p2,3,s1,0,s2,0
t,2750,p1,4,p2,3,s1,0,s2,0
t,2769,p1,4,p2,3,s1,0,s2,0
t,2790,p1,4,p2,3,s1,0,s2,0
t,2812,p1,4,p2,3,s1,0,s2,0
t,2832,p1,4,p2,3,s1,0,s2,0
t,2852,p1,4,p2,3,s1,0,s2,0
t,2874,p1,4,p2,3,s1,0,s2,0
t,2894,p1,4,p2,3,s1,0,s2,0
t,2914,p1,4,p2,3,s1,0,s2,0
t,2935,p1,4,p2,3,s1,0,s2,0
t,2956,p1,4,p2,3,s1,0,s2,0
t,2976,p1,4,p2,3,s1,0,s2,0
t,2996,p1,4,p2,3,s1,0,s2,0
t,3017,p1,4,p2,3,s1,0,s2,0
t,3038,p1,4,p2,3,s1,0,s2,0
t,3058,p1,4,p2,3,s1,0,s2,0
t,3079,p1,4,p2,3,s1,0,s2,0
t,3100,p1,4,p2,3,s1,0,s2,0
t,3120,p1,4,p2,3,s1,0,s2,0
t,3141,p1,4,p2,3,s1,0,s2,0
t,3161,p1,4,p2,3,s1,0,s2,0
t,3182,p1,4,p2,3,s1,0,s2,0
t,3203,p1,4,p2,3,s1,0,s2,0
t,3223,p1,4,p2,3,s1,0,s2,0
t,3244,p1,4,p2,3,s1,0,s2,0
t,3263,p1,4,p2,3,s1,0,s2,0
t,3285,p1,4,p2,3,s1,0,s2,0
t,3305,p1,4,p2,3,s1,0,s2,0
t,3325,p1,4,p2,3,s1,0,s2,0
t,3345,p1,4,p2,3,s1,0,s2,0
t,3367,p1,4,p2,3,s1,0,s2,0
t,3388,p1,4,p2,3,s1,0,s2,0
t,3408,p1,4,p2,3,s1,0,s2,0
t,3428,p1,4,p2,3,s1,0,s2,0
t,3448,p1,4,p2,3,s1,0,s2,0
t,3467,p1,4,p2,3,s1,0,s2,0
t,3488,p1,4,p2,3,s1,0,s2,0
t,3509,p1,4,p2,3,s1,0,s2,0
t,3529,p1,4,p2,3,s1,0,s2,0
t,3551,p1,4,p2,3,s1,0,s2,0
t,3571,p1,4,p2,3,s1,0,s2,0
t,3593,p1,4,p2,3,s1,0,s2,0
t,3612,p1,4,p2,3,s1,0,s2,0
t,3632,p1,4,p2,3,s1,0,s2,0
t,3653,p1,4,p2,3,s1,0,s2,0
t,3673,p1,4,p2,3,s1,0,s2,0
t,3695,p1,4,p2,3,s1,0,s2,0
t,3714,p1,4,p2,3,s1,0,s2,0
t,3734,p1,4,p2,3,s1,0,s2,0
t,3755,p1,4,p2,3,s1,0,s2,0
t,3775,p1,4,p2,3,s1,0,s2,0
t,3794,p1,4,p2,3,s1,0,s2,0
t,3816,p1,4,p2,3,s1,0,s2,0
t,3837,p1,4,p2,3,s1,0,s2,0
t,3857,p1,4,p2,3,s1,0,s2,0
t,3878,p1,4,p2,3,s1,0,s2,0
t,3898,p1,4,p2,3,s1,0,s2,0
t,3918,p1,4,p2,3,s1,0,s2,0
t,3938,p1,4,p2,3,s1,0,s2,0
t,3959,p1,4,p2,3,s1,0,s2,0
t,3979,p1,4,p2,3,s1,0,s2,0
