t,12,p1,2052,p2,2153,s1,0,s2,0,L1,24,L2,0
t,31,p1,2054,p2,2153,s1,0,s2,0,L1,-236,L2,0
t,51,p1,2080,p2,2153,s1,0,s2,0,L1,-664,L2,0
t,72,p1,2148,p2,2153,s1,850,s2,0,L1,-968,L2,0
t,93,p1,2246,p2,2153,s1,2900,s2,0,L1,-968,L2,0
t,113,p1,2339,p2,2153,s1,4500,s2,0,L1,-996,L2,0
t,133,p1,2424,p2,2153,s1,4450,s2,0,L1,-1000,L2,0
t,153,p1,2498,p2,2153,s1,3700,s2,0,L1,-1000,L2,0
t,173,p1,2560,p2,2153,s1,3200,s2,0,L1,-1000,L2,0
t,194,p1,2619,p2,2153,s1,2950,s2,0,L1,-1000,L2,0
t,214,p1,2681,p2,2153,s1,3000,s2,0,L1,-1000,L2,0
t,234,p1,2738,p2,2153,s1,2900,s2,0,L1,-1000,L2,0
t,255,p1,2790,p2,2153,s1,2700,s2,0,L1,-1000,L2,0
t,275,p1,2840,p2,2153,s1,2450,s2,0,L1,-1000,L2,0
t,295,p1,2887,p2,2153,s1,2350,s2,0,L1,-1000,L2,0
t,316,p1,2935,p2,2153,s1,2400,s2,0,L1,-1000,L2,0
t,337,p1,2979,p2,2153,s1,2300,s2,0,L1,-712,L2,0
t,357,p1,2993,p2,2152,s1,1350,s2,0,L1,-612,L2,0
t,377,p1,2998,p2,2152,s1,500,s2,0,L1,-580,L2,0
t,398,p1,2999,p2,2153,s1,50,s2,0,L1,-588,L2,0
t,418,p1,2998,p2,2153,s1,0,s2,-50,L1,-592,L2,0
t,439,p1,2998,p2,2152,s1,0,s2,0,L1,-592,L2,0
t,459,p1,2998,p2,2152,s1,0,s2,0,L1,-592,L2,0
t,479,p1,2998,p2,2153,s1,0,s2,50,L1,-592,L2,0
t,499,p1,2998,p2,2153,s1,0,s2,0,L1,-592,L2,0
t,520,p1,2998,p2,2152,s1,0,s2,0,L1,-596,L2,0
t,541,p1,2998,p2,2152,s1,0,s2,0,L1,-592,L2,0
t,561,p1,2998,p2,2152,s1,0,s2,-50,L1,-592,L2,0
t,581,p1,2999,p2,2153,s1,0,s2,0,L1,-592,L2,0
t,602,p1,2998,p2,2152,s1,0,s2,50,L1,-596,L2,0
t,621,p1,2998,p2,2152,s1,0,s2,-50,L1,-592,L2,0
t,642,p1,2998,p2,2153,s1,0,s2,50,L1,-592,L2,0
t,663,p1,2998,p2,2153,s1,0,s2,-50,L1,-592,L2,0
t,682,p1,2998,p2,2152,s1,0,s2,0,L1,-592,L2,0
t,704,p1,2998,p2,2153,s1,0,s2,0,L1,-584,L2,0
t,725,p1,2998,p2,2152,s1,0,s2,50,L1,-592,L2,0
