t,12,p1,2972,p2,2152,s1,0,s2,0,L1,-200,L2,0
t,31,p1,2972,p2,2152,s1,0,s2,0,L1,-200,L2,0
t,52,p1,2971,p2,2152,s1,0,s2,0,L1,80,L2,0
t,72,p1,2927,p2,2152,s1,-1050,s2,0,L1,680,L2,0
t,93,p1,2838,p2,2152,s1,-3650,s2,0,L1,720,L2,0
t,114,p1,2738,p2,2152,s1,-4700,s2,0,L1,720,L2,0
t,133,p1,2636,p2,2152,s1,-5050,s2,0,L1,688,L2,0
t,154,p1,2531,p2,2152,s1,-5250,s2,0,L1,648,L2,0
t,174,p1,2429,p2,2152,s1,-5250,s2,0,L1,628,L2,0
t,195,p1,2327,p2,2152,s1,-4900,s2,0,L1,660,L2,0
t,215,p1,2230,p2,2152,s1,-4650,s2,0,L1,744,L2,0
t,236,p1,2142,p2,2152,s1,-4650,s2,0,L1,540,L2,0
t,257,p1,2073,p2,2152,s1,-4050,s2,0,L1,200,L2,0
t,277,p1,2055,p2,2152,s1,-2100,s2,0,L1,32,L2,0
t,297,p1,2052,p2,2152,s1,-650,s2,0,L1,24,L2,0
t,353,p1,2052,p2,2152,s1,0,s2,0,L1,32,L2,0
t,374,p1,2052,p2,2152,s1,0,s2,0,L1,32,L2,0
t,395,p1,2052,p2,2152,s1,0,s2,0,L1,32,L2,0
t,415,p1,2052,p2,2152,s1,0,s2,0,L1,32,L2,0
t,435,p1,2052,p2,2152,s1,0,s2,0,L1,32,L2,0
t,456,p1,2052,p2,2152,s1,0,s2,0,L1,32,L2,0
t,476,p1,2052,p2,2152,s1,0,s2,0,L1,32,L2,0
t,497,p1,2052,p2,2152,s1,0,s2,0,L1,32,L2,0
t,517,p1,2052,p2,2152,s1,0,s2,0,L1,32,L2,0
t,537,p1,2053,p2,2152,s1,50,s2,0,L1,44,L2,0
t,557,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,577,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,597,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,618,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,638,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,659,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,679,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,699,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,720,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,740,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,760,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,782,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,802,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,822,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,842,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,863,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,884,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,905,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,926,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
t,947,p1,2053,p2,2152,s1,0,s2,0,L1,40,L2,0
