t,5,p,28675,s,0
t,66,p,28673,s,50
t,129,p,28665,s,100
t,190,p,28654,s,200
t,253,p,28638,s,250
t,315,p,28619,s,300
t,376,p,28596,s,400
t,437,p,28569,s,450
t,499,p,28538,s,500
t,561,p,28503,s,600
t,624,p,28464,s,600
t,686,p,28421,s,700
t,747,p,28374,s,750
t,809,p,28324,s,800
t,871,p,28268,s,900
t,933,p,28209,s,950
t,996,p,28147,s,1050
t,1058,p,28080,s,1050
t,1120,p,28010,s,1100
t,1183,p,27935,s,1200
t,1245,p,27858,s,1200
t,1308,p,27772,s,1400
t,1370,p,27686,s,1350
t,1431,p,27596,s,1500
t,1494,p,27501,s,1500
t,1557,p,27399,s,1550
t,1620,p,27298,s,1600
t,1681,p,27192,s,1700
t,1744,p,27081,s,1800
t,1805,p,26966,s,1850
t,1868,p,26847,s,1900
t,1932,p,26724,s,1950
t,1994,p,26598,s,2000
t,2101,p,26371,s,2100
t,2163,p,26235,s,2200
t,2225,p,26091,s,2250
t,2290,p,25938,s,2300
t,2353,p,25789,s,2400
t,2413,p,25638,s,2500
t,2475,p,25484,s,2550
t,2537,p,25322,s,2550
t,2598,p,25163,s,2600
t,2660,p,24994,s,2700
t,2723,p,24818,s,2800
t,2784,p,24646,s,2900
t,2847,p,24463,s,2850
t,2908,p,24281,s,2950
t,2972,p,24090,s,2900
t,3032,p,23902,s,3050
t,3094,p,23703,s,3100
t,3157,p,23506,s,3150
t,3217,p,23303,s,3250
t,3280,p,23090,s,3400
t,3342,p,22882,s,3300
t,3403,p,22669,s,3450
t,3514,p,22273,s,3450
t,3576,p,22051,s,3550
t,3639,p,21816,s,3700
t,3700,p,21584,s,3700
t,3763,p,21340,s,3850
t,3825,p,21096,s,3900
t,3887,p,20853,s,3800
t,3948,p,20606,s,4000
t,4010,p,20350,s,4050
t,4067,p,20116,s,4100
t,4124,p,19876,s,4300
t,4193,p,19582,s,4300
t,4250,p,19334,s,4300
t,4305,p,19088,s,4300
t,4370,p,18798,s,4400
t,4430,p,18529,s,4450
t,4494,p,18230,s,4450
t,4559,p,17935,s,4650
t,4623,p,17634,s,4600
t,4682,p,17343,s,4850
t,4741,p,17061,s,4750
t,4803,p,16753,s,4900
t,4877,p,16391,s,4800
t,4933,p,16107,s,5000
t,4991,p,15811,s,5050
t,5060,p,15469,s,5000
t,5118,p,15170,s,5050
t,5174,p,14889,s,5000
t,5232,p,14598,s,5000
t,5295,p,14275,s,5000
t,5360,p,13947,s,5000
t,5420,p,13646,s,5000
t,5478,p,13353,s,5050
t,5542,p,13025,s,5100
t,5598,p,12741,s,4950
t,5655,p,12458,s,4950
t,5714,p,12154,s,4950
t,5773,p,11867,s,4800
t,5834,p,11570,s,4850
t,5891,p,11294,s,4750
t,5961,p,10957,s,4650
t,6017,p,10692,s,4700
t,6081,p,10401,s,4500
t,6143,p,10114,s,4650
t,6236,p,9691,s,4400
t,6299,p,9416,s,4450
t,6359,p,9153,s,4200
t,6423,p,8882,s,4250
t,6485,p,8612,s,4150
t,6549,p,8351,s,4000
t,6609,p,8103,s,4000
t,6672,p,7851,s,4050
t,6735,p,7600,s,3850
t,6797,p,7358,s,3800
t,6860,p,7116,s,3850
t,6920,p,6888,s,3700
t,6983,p,6652,s,3750
t,7046,p,6425,s,3600
t,7107,p,6207,s,3500
t,7170,p,5980,s,3400
t,7233,p,5763,s,3450
t,7297,p,5547,s,3300
t,7358,p,5344,s,3200
t,7420,p,5139,s,3250
t,7482,p,4938,s,3200
t,7543,p,4746,s,3050
t,7605,p,4557,s,3000
t,7667,p,4368,s,2950
t,7731,p,4182,s,2900
t,7793,p,4002,s,2850
t,7854,p,3825,s,2900
t,7918,p,3651,s,2800
t,7979,p,3485,s,2700
t,8042,p,3322,s,2600
t,8102,p,3167,s,2500
t,8158,p,3026,s,2500
t,8224,p,2865,s,2500
t,8290,p,2707,s,2200
t,8347,p,2576,s,2150
t,8409,p,2432,s,2200
t,8468,p,2304,s,2100
t,8529,p,2174,s,2050
t,8588,p,2052,s,2050
t,8662,p,1905,s,1950
t,8734,p,1765,s,1900
t,8800,p,1643,s,1800
t,8856,p,1540,s,1850
t,8967,p,1350,s,1700
t,9023,p,1258,s,1550
t,9091,p,1153,s,1550
t,9149,p,1064,s,1500
t,9214,p,971,s,1400
t,9276,p,886,s,1300
t,9340,p,801,s,1300
t,9398,p,729,s,1200
t,9462,p,652,s,1150
t,9518,p,590,s,1100
t,9574,p,530,s,1050
t,9640,p,464,s,950
t,9697,p,410,s,900
t,9757,p,358,s,900
t,9813,p,311,s,800
t,9870,p,268,s,750
t,9936,p,223,s,750
t,10000,p,180,s,650
t,10061,p,145,s,550
t,10119,p,116,s,450
t,10183,p,87,s,450
t,10239,p,66,s,350
t,10325,p,38,s,300
t,10396,p,21,s,200
t,10464,p,10,s,150
t,10528,p,4,s,50
t,10585,p,3,s,0
t,10651,p,3,s,0
t,10714,p,3,s,0
t,10772,p,3,s,0
t,10836,p,3,s,0
t,10902,p,3,s,0
t,10959,p,3,s,0
t,11019,p,3,s,0
